build_type,test_type,time_type,benchmark_name,dataset_name,time
opt,cpp_lambdas,getvalue_trigger,df104,vbf,1.01
opt,cpp_lambdas,getvalue_trigger,df104,vbf,1
opt,cpp_lambdas,getvalue_trigger,df104,vbf,1.01
opt,cpp_lambdas,event_loop,df104,vbf,1.00564
opt,cpp_lambdas,event_loop,df104,vbf,1.01106
opt,cpp_lambdas,event_loop,df104,vbf,1.01145
opt,cpp_lambdas,event_loop,df104,vbf,1.00315
opt,cpp_lambdas,event_loop,df104,vbf,1.00821
opt,cpp_lambdas,getvalue_trigger,df104,data,8.15
opt,cpp_lambdas,getvalue_trigger,df104,data,8.15
opt,cpp_lambdas,getvalue_trigger,df104,data,8.16
opt,cpp_lambdas,getvalue_trigger,df104,data,8.13
opt,cpp_lambdas,getvalue_trigger,df104,data,8.1
opt,cpp_lambdas,event_loop,df104,data,8.14552
opt,cpp_lambdas,event_loop,df104,data,8.15334
opt,cpp_lambdas,event_loop,df104,data,8.16236
opt,cpp_lambdas,event_loop,df104,data,8.12599
opt,cpp_lambdas,event_loop,df104,data,8.1034
