build_type,test_type,time_type,benchmark_name,dataset_name,time
no_op,distrdf_py,getvalue_trigger,df104,ggh,68.4012889862061
no_op,distrdf_py,getvalue_trigger,df104,ggh,68.5055770874024
no_op,distrdf_py,getvalue_trigger,df104,ggh,68.459902048111
no_op,distrdf_py,getvalue_trigger,df104,ggh,69.2050948143005
no_op,distrdf_py,getvalue_trigger,df104,ggh,68.4595029354095
no_op,distrdf_py,jit,df104,ggh,1.195777
no_op,distrdf_py,jit,df104,ggh,1.199652
no_op,distrdf_py,jit,df104,ggh,1.190053
no_op,distrdf_py,jit,df104,ggh,1.191161
no_op,distrdf_py,jit,df104,ggh,1.196688
no_op,distrdf_py,event_loop,df104,ggh,65.4851
no_op,distrdf_py,event_loop,df104,ggh,65.5937
no_op,distrdf_py,event_loop,df104,ggh,65.5579
no_op,distrdf_py,event_loop,df104,ggh,66.2977
no_op,distrdf_py,event_loop,df104,ggh,65.5496
no_op,distrdf_py,getvalue_trigger,df104,vbf,31.5005469322205
no_op,distrdf_py,getvalue_trigger,df104,vbf,31.5198719501495
no_op,distrdf_py,getvalue_trigger,df104,vbf,31.5441188812256
no_op,distrdf_py,getvalue_trigger,df104,vbf,31.9270598888397
no_op,distrdf_py,getvalue_trigger,df104,vbf,31.4951250553131
no_op,distrdf_py,jit,df104,vbf,0.292944
no_op,distrdf_py,jit,df104,vbf,0.29307
no_op,distrdf_py,jit,df104,vbf,0.293101
no_op,distrdf_py,jit,df104,vbf,0.294506
no_op,distrdf_py,jit,df104,vbf,0.292526
no_op,distrdf_py,event_loop,df104,vbf,31.1225
no_op,distrdf_py,event_loop,df104,vbf,31.1423
no_op,distrdf_py,event_loop,df104,vbf,31.1666
no_op,distrdf_py,event_loop,df104,vbf,31.548
no_op,distrdf_py,event_loop,df104,vbf,31.1197
no_op,distrdf_py,getvalue_trigger,df104,data,224.757742881775
no_op,distrdf_py,getvalue_trigger,df104,data,226.353408098221
no_op,distrdf_py,getvalue_trigger,df104,data,227.008788108826
no_op,distrdf_py,getvalue_trigger,df104,data,227.018249034882
no_op,distrdf_py,getvalue_trigger,df104,data,224.270940065384
no_op,distrdf_py,jit,df104,data,0.461099
no_op,distrdf_py,jit,df104,data,0.460573
no_op,distrdf_py,jit,df104,data,0.458346
no_op,distrdf_py,jit,df104,data,0.458729
no_op,distrdf_py,jit,df104,data,0.459538
no_op,distrdf_py,event_loop,df104,data,223.793
no_op,distrdf_py,event_loop,df104,data,225.39
no_op,distrdf_py,event_loop,df104,data,226.04
no_op,distrdf_py,event_loop,df104,data,226.058
no_op,distrdf_py,event_loop,df104,data,223.31
opt,distrdf_py,getvalue_trigger,df104,ggh,29.6055529117584
opt,distrdf_py,getvalue_trigger,df104,ggh,29.5808441638947
opt,distrdf_py,getvalue_trigger,df104,ggh,29.2966160774231
opt,distrdf_py,getvalue_trigger,df104,ggh,29.7576031684875
opt,distrdf_py,getvalue_trigger,df104,ggh,29.5048100948334
opt,distrdf_py,jit,df104,ggh,2.472216
opt,distrdf_py,jit,df104,ggh,2.48119
opt,distrdf_py,jit,df104,ggh,2.464287
opt,distrdf_py,jit,df104,ggh,2.477218
opt,distrdf_py,jit,df104,ggh,2.476483
opt,distrdf_py,event_loop,df104,ggh,24.8093
opt,distrdf_py,event_loop,df104,ggh,24.7808
opt,distrdf_py,event_loop,df104,ggh,24.5177
opt,distrdf_py,event_loop,df104,ggh,24.9553
opt,distrdf_py,event_loop,df104,ggh,24.6987
opt,distrdf_py,getvalue_trigger,df104,vbf,12.6312010288239
opt,distrdf_py,getvalue_trigger,df104,vbf,12.6312010288239
opt,distrdf_py,getvalue_trigger,df104,vbf,12.4425549507141
opt,distrdf_py,getvalue_trigger,df104,vbf,12.5021228790283
opt,distrdf_py,getvalue_trigger,df104,vbf,12.3970880508423
opt,distrdf_py,jit,df104,vbf,0.60423
opt,distrdf_py,jit,df104,vbf,0.603366
opt,distrdf_py,jit,df104,vbf,0.598392
opt,distrdf_py,jit,df104,vbf,0.600199
opt,distrdf_py,jit,df104,vbf,0.604239
opt,distrdf_py,event_loop,df104,vbf,11.9426
opt,distrdf_py,event_loop,df104,vbf,11.9345
opt,distrdf_py,event_loop,df104,vbf,11.7603
opt,distrdf_py,event_loop,df104,vbf,11.8168
opt,distrdf_py,event_loop,df104,vbf,11.7081
opt,distrdf_py,getvalue_trigger,df104,data,96.9990100860596
opt,distrdf_py,getvalue_trigger,df104,data,95.7576620578766
opt,distrdf_py,getvalue_trigger,df104,data,95.5550060272217
opt,distrdf_py,getvalue_trigger,df104,data,96.5059070587158
opt,distrdf_py,getvalue_trigger,df104,data,96.125235080719
opt,distrdf_py,jit,df104,data,0.842369
opt,distrdf_py,jit,df104,data,0.845098
opt,distrdf_py,jit,df104,data,0.838782
opt,distrdf_py,jit,df104,data,0.844362
opt,distrdf_py,jit,df104,data,0.844809
opt,distrdf_py,event_loop,df104,data,95.6578
opt,distrdf_py,event_loop,df104,data,94.4112
opt,distrdf_py,event_loop,df104,data,94.2139
opt,distrdf_py,event_loop,df104,data,95.1456
opt,distrdf_py,event_loop,df104,data,94.7788
opt,distrdf_cpp,getvalue_trigger,df104,ggh,36.2527320384979
opt,distrdf_cpp,getvalue_trigger,df104,ggh,36.2961709499359
opt,distrdf_cpp,getvalue_trigger,df104,ggh,36.2165169715881
opt,distrdf_cpp,getvalue_trigger,df104,ggh,36.55202293396
opt,distrdf_cpp,getvalue_trigger,df104,ggh,36.1633539199829
opt,distrdf_cpp,jit,df104,ggh,2.47169
opt,distrdf_cpp,jit,df104,ggh,2.476335
opt,distrdf_cpp,jit,df104,ggh,2.482489
opt,distrdf_cpp,jit,df104,ggh,2.475636
opt,distrdf_cpp,jit,df104,ggh,2.48031
opt,distrdf_cpp,event_loop,df104,ggh,24.475
opt,distrdf_cpp,event_loop,df104,ggh,24.525
opt,distrdf_cpp,event_loop,df104,ggh,24.4228
opt,distrdf_cpp,event_loop,df104,ggh,24.7617
opt,distrdf_cpp,event_loop,df104,ggh,24.378
opt,distrdf_cpp,compile_macro,df104,ggh,7.18851208686829
opt,distrdf_cpp,compile_macro,df104,ggh,7.17203807830811
opt,distrdf_cpp,compile_macro,df104,ggh,7.19143605232239
opt,distrdf_cpp,compile_macro,df104,ggh,7.18912291526794
opt,distrdf_cpp,compile_macro,df104,ggh,7.18117499351501
opt,distrdf_cpp,getvalue_trigger,df104,vbf,19.6491689682007
opt,distrdf_cpp,getvalue_trigger,df104,vbf,19.6123340129852
opt,distrdf_cpp,getvalue_trigger,df104,vbf,19.6249010562897
opt,distrdf_cpp,getvalue_trigger,df104,vbf,19.7357020378113
opt,distrdf_cpp,getvalue_trigger,df104,vbf,19.6077539920807
opt,distrdf_cpp,jit,df104,vbf,0.598953
opt,distrdf_cpp,jit,df104,vbf,0.602522
opt,distrdf_cpp,jit,df104,vbf,0.602593
opt,distrdf_cpp,jit,df104,vbf,0.598869
opt,distrdf_cpp,jit,df104,vbf,0.601917
opt,distrdf_cpp,event_loop,df104,vbf,11.7704
opt,distrdf_cpp,event_loop,df104,vbf,11.7506
opt,distrdf_cpp,event_loop,df104,vbf,11.7528
opt,distrdf_cpp,event_loop,df104,vbf,11.7528
opt,distrdf_cpp,event_loop,df104,vbf,11.7162
opt,distrdf_cpp,compile_macro,df104,vbf,7.14056611061096
opt,distrdf_cpp,compile_macro,df104,vbf,7.11871600151062
opt,distrdf_cpp,compile_macro,df104,vbf,7.11845016479492
opt,distrdf_cpp,compile_macro,df104,vbf,7.12296795845032
opt,distrdf_cpp,compile_macro,df104,vbf,7.14874386787415
opt,distrdf_cpp,getvalue_trigger,df104,data,104.72706413269
opt,distrdf_cpp,getvalue_trigger,df104,data,103.510386943817
opt,distrdf_cpp,getvalue_trigger,df104,data,102.688439846039
opt,distrdf_cpp,getvalue_trigger,df104,data,100.98099899292
opt,distrdf_cpp,getvalue_trigger,df104,data,103.216430187225
opt,distrdf_cpp,jit,df104,data,0.836114
opt,distrdf_cpp,jit,df104,data,0.839503
opt,distrdf_cpp,jit,df104,data,0.840351
opt,distrdf_cpp,jit,df104,data,0.837991
opt,distrdf_cpp,jit,df104,data,0.839226
opt,distrdf_cpp,event_loop,df104,data,96.2242
opt,distrdf_cpp,event_loop,df104,data,95.0109
opt,distrdf_cpp,event_loop,df104,data,94.2125
opt,distrdf_cpp,event_loop,df104,data,92.4873
opt,distrdf_cpp,event_loop,df104,data,94.7017
opt,distrdf_cpp,compile_macro,df104,data,7.10827398300171
opt,distrdf_cpp,compile_macro,df104,data,7.10235500335693
opt,distrdf_cpp,compile_macro,df104,data,7.07291603088379
opt,distrdf_cpp,compile_macro,df104,data,7.09853100776672
opt,distrdf_cpp,compile_macro,df104,data,7.11760091781616
opt,cpp_lambdas,compilation,df104,all_datasets,5.12106
opt,cpp_lambdas,compilation,df104,all_datasets,5.11518
opt,cpp_lambdas,compilation,df104,all_datasets,5.1423
opt,cpp_lambdas,compilation,df104,all_datasets,5.13516
opt,cpp_lambdas,compilation,df104,all_datasets,5.12255
opt,cpp_lambdas,getvalue_trigger,df104,ggh,21.29
opt,cpp_lambdas,getvalue_trigger,df104,ggh,21.03
opt,cpp_lambdas,getvalue_trigger,df104,ggh,21.23
opt,cpp_lambdas,getvalue_trigger,df104,ggh,21.12
opt,cpp_lambdas,getvalue_trigger,df104,ggh,21.26
opt,cpp_lambdas,event_loop,df104,ggh,21.2869
opt,cpp_lambdas,event_loop,df104,ggh,21.0277
opt,cpp_lambdas,event_loop,df104,ggh,21.2302
opt,cpp_lambdas,event_loop,df104,ggh,21.117
opt,cpp_lambdas,event_loop,df104,ggh,21.2596
opt,cpp_lambdas,getvalue_trigger,df104,vbf,10.05
opt,cpp_lambdas,getvalue_trigger,df104,vbf,10.09
opt,cpp_lambdas,getvalue_trigger,df104,vbf,10.58
opt,cpp_lambdas,getvalue_trigger,df104,vbf,10.05
opt,cpp_lambdas,getvalue_trigger,df104,vbf,10.12
opt,cpp_lambdas,event_loop,df104,vbf,10.12
opt,cpp_lambdas,event_loop,df104,vbf,10.0902
opt,cpp_lambdas,event_loop,df104,vbf,10.5847
opt,cpp_lambdas,event_loop,df104,vbf,10.0468
opt,cpp_lambdas,event_loop,df104,vbf,10.1225
opt,cpp_lambdas,getvalue_trigger,df104,data,81.91
opt,cpp_lambdas,getvalue_trigger,df104,data,80.99
opt,cpp_lambdas,getvalue_trigger,df104,data,81.07
opt,cpp_lambdas,getvalue_trigger,df104,data,81.88
opt,cpp_lambdas,getvalue_trigger,df104,data,81.71
opt,cpp_lambdas,event_loop,df104,data,81.9145
opt,cpp_lambdas,event_loop,df104,data,80.9866
opt,cpp_lambdas,event_loop,df104,data,81.066
opt,cpp_lambdas,event_loop,df104,data,81.8801
opt,cpp_lambdas,event_loop,df104,data,81.7131
